chapter_id,category,chapter_title,section_title,experiment,relationship,evidence_title,evidence_date,evidence_researcher
4.4,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,皮膚コンダクタンス（発汗）から見る覚醒度,指先に微弱な電気を流すセンサーを取り付け、感情が動いた時に生じる「目に見えないほどの微量の汗（精神性発汗）」を測定しました。人が強い感情を抱いた時や興奮した時、指先の汗腺が反応して電気の通りやすさ（皮膚コンダクタンス）がピコンと跳ね上がることが分かりました。,なぞかけのオチを考えている時、「もう少しで分かりそう！」というハラハラした状態から、見事に解けた瞬間の「スッキリ！」という興奮状態に至るまで、あなたの指先は微量な汗をかき続けています。この発汗の波を測ることで、そのなぞかけがどれだけ人の心を「揺さぶったか（感情的に覚醒させたか）」を数値化できるのです。,感情的覚醒（Arousal）と精神性発汗に関する一般的な精神生理学の基礎研究,広く確立された知見,多数の精神生理学研究に基づく
4.5,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,「オチ待ち」の呼吸停止と同調,劇場で演劇やパフォーマンスを見ている数十人の観客にセンサーを着け、心拍や呼吸のタイミングを測定しました。すると、物語がクライマックスに達する緊張の瞬間、見ず知らずの観客同士の「呼吸のペース」や「心拍の波」が無意識にピタリと一致（同調＝エントレインメント）することが分かりました。,演芸場でプロが「その心は……」とタメを作った瞬間、客席の数百人は無意識に息を呑み（呼吸を止め）、次の言葉を待ち構えます。そしてオチを聞いた瞬間、全員がドッと笑い、同時に息を吐き出します。なぞかけは単なる言葉遊びではなく、空間にいる全員の「呼吸を一つにまとめる」という、強力なライブパフォーマンスの力を持っているのです。,ライブパフォーマンスにおける観客の生理的同調（心拍・呼吸のエントレインメント）研究,2017年,ダニエル・リチャードソン（ユニバーシティ・カレッジ・ロンドン）ら
4.6,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,解答後のスッキリ感と深呼吸の誘発,被験者に難しい課題（暗算など）に取り組んでもらい、その間の呼吸のパターンを測定しました。すると、人間は緊張したり集中したりしている時は呼吸が浅く不規則になり、課題が終わって「ホッとした瞬間」に、無意識に大きな「ため息（深呼吸）」をつくことが分かりました。この深呼吸は、肺の空気を入れ替えるだけでなく、緊張した自律神経をリセットする「物理的なスイッチ」として機能しています。,オチを聞いて「あー、なるほど！」と腑に落ちた瞬間、思わず「はぁー」と感嘆の息が漏れますよね。なぞかけのオチを理解した瞬間のスッキリ感は、脳内の緊張状態を解き放ち、無意識の深い呼吸（ため息）を誘発して、心身を瞬時にリセットしてくれているのです。,ため息による生理的・心理的リセット機能に関する研究,2010年,エルケ・ヴレミンクス（ルーヴェン大学）ら
4.7,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,オチの意外性と定位反射（認知的驚き）,未知の情報や予期せぬ出来事（認知的驚き）に直面した際の心拍数や自律神経の反応を測定しました。すると人間は、新しい情報に対して「それは何だ？」と注意を向ける際、情報収集のために一時的に心拍がわずかに減速する「定位反射」と呼ばれる反応や、急性の覚醒状態（自律神経の反応）を示すことが分かりました。,「その心は？」の後に、自分の想像を遥かに超える見事な「掛詞（オチ）」が飛んできた時。脳は一瞬「えっ！？」と心地よいパニックを起こします。この知的な「不意打ち」によって、脳は新しい情報を処理しようと定位反射（注意の集中）や急激な覚醒を起こし、その直後に「面白い！」という笑いへと変換されることで、より大きな快感を生み出します。,驚き（Surprise）と自律神経反応・定位反射に関する精神生理学的研究,広く確立された知見,多数の認知・精神生理学研究に基づく
4.8,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,連続聴取による血管内皮機能の改善,被験者に「お笑い番組（コメディ）」を約30分間見てもらい、その前後の血管の硬さを超音波などで測定しました。すると、笑い続けている間、ストレスホルモンが減少し、血管を柔らかく広げる物質（一酸化窒素など）が分泌され、まるで「軽い有酸素運動」をした後のように血管の機能が大きく改善することが分かりました。,名人のなぞかけを連続して聞き、「うまい！」「なるほど！」と感心して笑い続けることは、実は極めて健康的な行為です。脳が連続してアハ体験と笑いを処理することで、体の中では血管が柔らかく拡張し、血流が全身をスムーズに巡る「血管のストレッチ」が行われています。,陽気な笑い（Mirthful laughter）が血管内皮機能や動脈スティフネスに与える影響の研究,2010年,菅原順（産業技術総合研究所 / テキサス大学）ら
4.9,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,末梢皮膚温の上昇とリラックス効果,サーモグラフィ（温度カメラ）や指先の温度計を使い、人がストレスを感じている時と、心からリラックスしている時の「皮膚の表面温度」を測定しました。人間は緊張すると、戦う準備のために血液が体の中心（心臓など）に集まり手足が冷たくなりますが、リラックスして安心すると、緊張をもたらす交感神経の働きがスッと引いていき、末梢の毛細血管が自然に緩んで開くことで、指先まで温かくなることが分かりました。,なぞかけのセッションが始まり、最初は「解けるかな」と少し手足が冷たくなっていたとしても、何度か見事なオチを聞いて笑い合っているうちに、リラックス反応がしっかりと働き始めます。緊張をもたらす交感神経の働きがスッと引いていくことで、末梢の毛細血管が緩んで開き、実際に「指先がポカポカしてくる」という目に見える形でのリラックス効果が現れます。,バイオフィードバックと末梢皮膚温の上昇（リラックス反応）に関する実証研究,1970年代,エルマー・グリーン（メニンガー財団）ら
4.1,第2部：自律神経と身体的反応（緊張と緩和）,第4章：自律神経系・心血管系へのアプローチ,未解決の不調和が引き起こす認知的フラストレーション,ユーモアの仕組みを調べる研究において、オチによって意味が通じるジョークと、筋道が通らず解決しないジョークに対する心理的反応を比較しました。きちんと意味が繋がるジョークでは「不調和の解決（スッキリ感）」が得られますが、オチが通じない場合、脳が「意味を見つけよう」と空回りを続け、フラストレーション（心理的なモヤモヤ感や軽いストレス）が生じることが分かりました。,「AとかけてBと解く…」と期待を持たされたのに、オチの掛詞が強引すぎたり、知識不足で全く意味が分からなかったりした時（いわゆる「スベった」状態）。私たちの脳は「スッキリ（アハ体験）」という報酬をもらえず、「え、どういうこと？」と宙ぶらりんの状態に置かれます。このように「意味を見つけようとする認知プロセス」が解決に至らない未解決の不調和が、あの独特のモヤモヤした認知的フラストレーションの正体なのです。,ユーモアの「不調和解明理論（Incongruity-Resolution Theory）」に関する一般的な知見,広く確立された知見,多数のユーモア・認知心理学研究に基づく
5.1,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,唾液中コルチゾールの減少,被験者にコメディ番組を約1時間見てもらい、その前後の血液や唾液を採取しました。すると、人間が笑って楽しんでいる間、ストレスを感じた時に分泌される「コルチゾール」というホルモンが劇的に減少することが分かりました。,仕事や人間関係で疲れている時、なぞかけを聞いて「うまい！」「アハハ！」と笑う行為は、単なる気分転換ではありません。あなたの体の中で、実際にストレスに対抗するために分泌されていたホルモンが減少し、過緊張だった自律神経と内分泌系が物理的に「休息・回復モード」へとリセットされている状態を作り出しているのです。,笑いが神経内分泌ホルモン（ストレスホルモン）に与える影響の研究,1989年,リー・バーク、スタンリー・タン（ロマリンダ大学）ら
5.2,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,唾液中IgA（免疫グロブリンA）の増加,ユーモアたっぷりのビデオを見るグループと、ただ静かに座っているグループに分け、それぞれの唾液を採取しました。すると、笑いを楽しんだグループは、口や鼻の粘膜でウイルスを撃退する「IgA（免疫グロブリンA）」という抗体の濃度が即座にポンッと跳ね上がることが分かりました。,なぞかけで「なるほど！」と感心し、クスッと笑うだけで、あなたの口の中では「風邪やウイルスと戦う防衛軍」が急増員されます。つまり、なぞかけを楽しむことは、私たちに生まれつき備わっている防衛システム（粘膜免疫）を活性化させる、手軽でポジティブな健康習慣と言えます。,ユーモアのビデオ視聴による唾液中IgAの増加に関する研究,1985年,キャスリーン・ディロン（ウェスタン・ニューイングランド大学）ら
5.3,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,なぞかけの掛け合いとオキシトシン分泌,他者を信頼して協力する投資ゲーム（経済的取引）などを行わせた際の血液を調べました。すると、人間同士が心を通わせ、相手を信頼して協力行動をとった直後には、「オキシトシン（別名：絆ホルモン、幸せホルモン）」という物質が多く分泌され、相手への信頼感や親密さが増すことが分かりました。,「ちょっと私にもお題出して！」「おお、そのオチいいね！」と、複数人でなぞかけを出し合うコミュニケーション。これは単なる言葉遊びの枠を超え、お互いの脳内でオキシトシンを分泌させ合う「社会的グルーミング（絆を深める行為）」として機能し、人間関係を円滑にしてくれます。,社会的交流とオキシトシン分泌・信頼関係に関する実証研究,2005年,ポール・ザック（クレアモント大学院大学）ら
5.4,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,バトル形式時のアドレナリン変動,知的なクイズ対決や、プレッシャーのかかる暗算テストなど、「競争的で精神的な負荷」がかかる課題中の尿や血液を調べました。すると、人間は「勝たなきゃ！」「早く答えを出さなきゃ！」という状況下で、戦いのホルモンであるアドレナリン（カテコールアミン）を分泌し、心身を活発な状態にすることが分かりました。,大喜利のような「なぞかけ対決」の場に立つと、「相手より早く、面白いオチを言わなければ」というプレッシャーがかかります。この時、競技者の体内ではアドレナリンが身体を戦闘モードにし、同時に脳内では「ノルアドレナリン」が分泌されます。この「適度なプレッシャー」が脳の覚醒度を最適なピーク状態（ゾーン）へと引き上げ、普段なら思いつかないような言葉の結びつき（掛詞）を瞬時に引き出しやすくするのです。,精神的負荷および競争的課題とカテコールアミン（アドレナリン）分泌に関する研究,1970年代〜1980年代,マリアンヌ・フランケンホイザー（ストックホルム大学）ら
5.5,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,NK（ナチュラルキラー）細胞の活性化,がん細胞などを退治する「NK細胞」の働きが低下している人たちに、お笑いライブ（吉本新喜劇や落語）を3時間見てもらい、その前後で血液検査をしました。すると、大笑いした後は、下がっていたNK細胞の活性度が正常範囲まで急激に上昇（回復）し、笑が直接的に免疫力を底上げすることが実証されました。,落語家さんや芸人さんの見事ななぞかけを聞いて、お腹を抱えて大笑いする。その瞬間、あなたの体内では「がん細胞やウイルスに感染した細胞」を見つけて攻撃するNK細胞が猛烈に元気になっています。優れたなぞかけは、脳に快感を与えるだけでなく、心身の防衛軍（自然免疫）を内側から強力にサポートする「副作用のない良薬」と言えるでしょう。,笑いによるNK（ナチュラルキラー）細胞活性化の検証（通称：吉本新喜劇実験）,1994年,伊丹仁朗（すばるクリニック）、村上和雄（筑波大学）ら
5.6,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,ひらめきの達成感とテストステロン,チェスやテニスの試合といった「知的な競争や他者との対決」の前後で、参加者の唾液からテストステロン（意欲や自信を高めるホルモン）の量を測定しました。すると、他者との競争に勝利したり、社会的地位（ステータス）を獲得したりした人は、その優越感や達成感からテストステロンの値が上昇し、さらに「次もやってやろう！」という前向きなエネルギーが湧いてくる（勝者効果）ことが分かりました。,大喜利や飲み会などの「なぞかけ対決」で、誰よりも早く見事なオチを言って周囲を唸らせた（仮想的な競争に勝った）時。あなたの脳内では「社会的評価を得た！」という優越感とともにテストステロンが微増しています。なぞかけは、複数人の場で手軽に「小さな勝利と称賛」を味わい、自信と活力をチャージできる知的なスポーツなのです。,チェスなどの知的競技における勝敗（達成感とステータス）とテストステロン変動に関する研究（Biosocial Model of Status）,1992年,アラン・マズール（シラキュース大学）ら
5.7,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,セロトニン分泌と「面白さ」の感受性,食事のコントロールによって、被験者の脳内の「セロトニン（精神を安定させる幸せホルモン）」を意図的に減らした状態を作り出しました。すると、セロトニンが少ない状態の人は、ポジティブなこと（ユーモアや笑顔）に対する反応が鈍くなり、逆にネガティブなことには過敏に反応しやすくなることが分かりました。,同じ名作なぞかけを聞いても、心身がリラックスしてセロトニンが十分に出ている時は「うまい！アハハ！」と素直に笑えます。しかし、ストレスでセロトニンが枯渇していると「…で？」と面白さをキャッチできません。つまり、なぞかけで心地よく笑えるかどうかは、今のあなたの「心の余裕（セロトニン・レベル）」を測るバロメーターにもなるのです。,トリプトファン枯渇（セロトニン低下）が情動処理とユーモア・ポジティブ刺激の感受性に与える影響の研究,2000年代初頭,キャサリン・ハーマー（オックスフォード大学）ら
5.8,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,食後のなぞかけと血糖値スパイクの抑制,糖尿病の患者さんに、ある日は「食後に単調な講義」を聞いてもらい、別の日には「食後にお笑い（吉本新喜劇）」を大笑いしながら見てもらい、それぞれの食後血糖値を測りました。すると、講義の日は血糖値が急上昇（スパイク）したのに対し、お笑いを見て笑った日は、血糖値の上昇が大幅に抑えられていることが分かりました。笑うことで過剰な交感神経の緊張が解け、血糖値を上げるストレスホルモンの働きが抑えられるとともに、血糖値を下げる遺伝子のスイッチが入ったためと考えられています。,「ご飯を食べた後になぞかけ番組を見て大笑いする」というのは、楽しく手軽に取り入れられる、優れた健康習慣の一つです。食後、家族や友人と「Aとかけて…」と言い合いながら笑い転げることで、体の中では血糖値の急上昇が抑えられ、血管へのダメージを防いでくれているのです。,笑いによる食後血糖値上昇の抑制効果と遺伝子発現の変化に関する研究,2003年,村上和雄、林啓吾（筑波大学）ら
5.9,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,エンドルフィン分泌による鎮痛効果,被験者に「氷水に手を入れる」「血圧計で腕を強く締め付ける」といった痛みを与え、どれくらい耐えられるか（痛覚閾値）を測りました。その後、コメディ映像を見て「声を出して笑ったグループ」と、ドキュメンタリーを見て「笑わなかったグループ」で再度テストしたところ、大笑いしたグループは痛みに耐えられる時間が劇的に伸びました。笑い（特に横隔膜などを使った発声）によって脳内麻薬である「エンドルフィン」が分泌され、強力な鎮痛剤として働いたためです。,頭痛や肩こりなどで少し体が辛い時、家族や友人と一緒に秀逸ななぞかけを聞いて「アハハ！」と声を出して笑い合うと、実際に痛みがスッと和らぐことがあります。なぞかけを通じた「他者との知的な共有＋声を出した笑い」のコンボは、脳の薬箱からエンドルフィンを引き出し、副作用のない痛み止めとしてあなたを癒やしてくれます。,社会的な笑いが痛覚閾値（痛みへの耐性）を上昇させるエンドルフィン効果の実証研究,2011年,ロビン・ダンバー（オックスフォード大学）ら
5.1,第2部：自律神経と身体的反応（緊張と緩和）,第5章：内分泌系・免疫系へのアプローチ,就寝前のなぞかけとメラトニンの環境整備,寝る前に「頭を激しく使う作業（認知覚醒）」をするグループと、「軽く笑ってリラックスする映像」を見るグループで、睡眠の質とホルモン分泌を比較しました。寝る前に必死に考えすぎると交感神経が優位になり、睡眠を促すホルモン（メラトニン）の働きが邪魔されてしまいます。しかし「軽い笑い」でストレスホルモン（コルチゾール）を下げて自律神経をリラックスさせておくと、メラトニンが本来の働きを発揮できる環境が整い、深い眠りへとスムーズに移行できることが分かりました。,寝る前のなぞかけには「さじ加減」が重要です。絶対に解いてやる！と眉間にシワを寄せて考えると、脳が過覚醒を起こして眠れなくなります。しかし、落語やラジオなどでプロのなぞかけを「へぇ〜、うまいねぇ」とクスッと笑いながら聞く程度であれば、一日のストレス（交感神経の緊張）がリセットされ、メラトニンが心地よい眠りへと誘ってくれる極上の入眠儀式になります。,就寝前の認知覚醒とリラクゼーション（笑い）が睡眠ホルモンと睡眠の質に与える影響の研究,1990年代〜2010年代（認知覚醒モデルと笑い療法の疫学研究として広く確立）,アーサー・スピールマン（ニューヨーク市立大学）らの認知覚醒研究、および大平哲也（福島県立医科大学）らの笑いと睡眠研究など
6.1,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,PETやfMRIによる脳のエネルギー消費と活動パターンの解析,人がPET（陽電子放出断層撮影）やfMRIという特殊な脳スキャナーに入り、「ただボーッとしている安静時」と「難しい数学やパズルを必死に解いている時」とで、脳のエネルギー消費量や活動パターンがどう変化するかを測る実験です。脳は体重の2%ほどの重さしかないのに、体全体のエネルギーの約20%を消費する「大食い臓器」です。しかし驚くべきことに、脳は「ただボーッとしている時」にこそ莫大なエネルギーを消費してネットワークを維持しており（デフォルトモードネットワーク）、必死に頭を使っているタスク時でも、追加で消費されるエネルギーは安静時のベースラインからわずか数％未満しか増加しないことがわかりました。,「えーっと、AとBの共通点は…」とお題から必死に答えを探している時。脳が急激にカロリーを激しく燃やし始めているわけではありません。脳はただボーッとしている時でも、いつでも最高のひらめき（オチ）を生み出せるように、常に莫大なガソリンを燃やしてアイドリング待機をしています。なぞかけのお題が出た瞬間、あなたの脳内ではそのアイドリング状態から特定の推論ネットワークへと、エネルギーのギアがシームレスかつ鮮やかに切り替わっているのです。,デフォルトモードネットワーク（DMN）および認知課題に伴う脳のエネルギー代謝研究,1980年代〜現在,マーカス・レイクル（Marcus Raichle）らの脳エネルギー代謝研究グループ
6.2,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,「整いました」発声時の声帯振動のハイスピードカメラ解析,喉の奥に内視鏡（特殊なカメラ）を入れ、人が「自信を持って堂々と話す時」と「自信なげに話す時」の、喉仏の中にある「声帯（声を出す2枚のひだ）」の震え方を1秒間に数千コマというハイスピードで撮影する実験です。自信に満ちた声を出す時、声帯は左右対称に、ピタッ、ピタッと力強く隙間なく閉じ、美しい波（粘膜波動：Mucosal wave）を打ちます。逆に迷いや自信のなさがある時は、声帯の閉じ方が甘くなり、隙間から空気が漏れて振動が不規則になることが視覚的に確認されました。,最高のオチを思いつき、いざ発表する「整いました！」。この時、発言者の声帯は完璧なコントロール下で力強くピタッと合わさり、張りのあるクリアな声を響かせます。聞き手は、その「声帯の完璧な振動」を無意識に耳で捉え、「おお、これは期待できそうだ」と感じ取るのです。,発声のバイオメカニクスと感情・発話態度による声帯振動（HSDI）解析,1990年代〜2000年代,インゴ・ティーツェ（Ingo Titze：音声学・発声バイオメカニクスの世界的権威）らの研究
6.3,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,なぞかけ中の無呼吸（Apnea）と生理的覚醒,パソコンで難しいメールを返信したり、複雑な作業に没頭したりしている時の、人の「呼吸の深さ」や「心拍数」をセンサーで測る実験です。人は極度に集中すると、無意識のうちに呼吸が極端に浅くなったり、数秒〜十数秒間も完全に息を止めてしまったりする（スクリーン無呼吸現象と呼ばれる）ことがわかりました。呼吸を一時的に止めることで交感神経が刺激され、心拍数が上がることがあります。,「その心は？」と言われた後のタメの時間。聞き手は「なんだろう？」と脳を極限まで集中させるため、無意識に呼吸を止め、体を硬直させます。余計な体の動き（呼吸のノイズ）を止めて、答えを導き出すことに全エネルギーを注ごうとする、自律神経系の本能的なシステム（定位反射）なのです。,精神的集中・認知負荷に伴う呼吸停止（Screen Apnea / Email Apnea）と生理的覚醒,2008年（概念提唱）〜現在,リンダ・ストーン（Linda Stone）の提唱、および精神生理学（注意と呼吸の連動）の研究者たち
6.4,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,オチを言う直前の喉頭隆起（のどぼとけ）の微小運動,人が「これから声を出すぞ」という直前の喉の筋肉の動きを、エコー（超音波画像）や首に貼った筋肉のセンサー（筋電図）で観察する実験です。人が実際に声を出す数十〜数百ミリ秒（1秒未満）前に、すでに喉の周りの筋肉が動き出し、のどぼとけが微かに上下したり、唾を飲み込んで気道をクリアにしたりする「発声準備姿勢（プレ・フォネーション）」が起きていることがわかりました。,「〇〇とかけて、〇〇と解く」と前振りをした後、いよいよオチを言う直前。一瞬の静寂の中で、発言者ののどぼとけは密かに微細な動きを見せています。これは、頭の中で思い描いている「オチのフレーズ」を正確な声のトーンで放つために、喉が筋肉のチューニング（ピント合わせ）を行っている証拠なのです。,発声開始前の喉頭筋の予備的活動（Pre-phonatory laryngeal adjustments）と超音波・筋電図解析,1970年代〜最近の超音波音声学まで,平野実（Minoru Hirano：日本の世界的音声外科・生理学者）、または近年の調音音声学研究グループ
6.5,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,笑いの種類（クスッ、ガハハ）による呼気流速の違い,肺活量や息を吐き出すスピードを測る機械（スパイロメーター）を口にくわえたまま、様々なレベルのコメディ映像を見て笑ってもらい、「笑いの大きさ」によって息の吐き方がどう変わるかを計測する実験です。「クスッ（微笑み）」レベルでは普通の呼吸に毛が生えた程度の空気しか動きませんが、「ガハハ！（大爆笑）」レベルになると、1秒間に数リットルという、咳払い並みの凄まじいスピードと量で肺の空気が連続して絞り出される（呼気流速のスパイク）ことがわかりました。,オチを聞いて「なるほど（クスッ）」と思った時は、小波のような息が漏れるだけです。しかし、予想を遥かに超える見事なオチで「上手い！ガハハ！」と大ウケした瞬間、あなたの肺からは台風のような突風が吹き荒れます。優れたなぞかけは、肺の底に溜まった古い空気を一気に外へ追い出す、強力な換気装置なのです。,笑いにおける呼吸動態の解析（Respiratory dynamics during laughter）,2001年,ハリー・フィリペッリ（Harry Filippelli）らの呼吸生理学研究グループ
6.6,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,なぞかけ習慣による横隔膜のストレッチ効果と呼吸機能の改善,健康な人に、コメディ映像を見せたり「笑いヨガ」のような活動を数週間〜数ヶ月続けてもらい、その前後の胸郭の動きや息を吐き出す力（横隔膜の柔軟性）を測定する実験です。「声を上げて笑う」という行為は、ランニングなどの有酸素運動と同じように呼吸筋（横隔膜や腹筋群）を激しく収縮させます。これを習慣化することで、胸郭や呼吸筋の柔軟性が増し、一度に深く吐き出せる息の勢いや量（一回換気量や換気効率）が向上することがわかりました。,優秀ななぞかけを日常的に聞き、その度に「ガハハ！」と声を上げて笑うことは、実は優れた「内臓の筋トレ（インナーマッスル・トレーニング）」になっています。なぞかけを楽しむ習慣は、呼吸を深くし、体を疲れにくくする効果があるのです。,笑い（Gelotology：笑い学）による呼吸機能および換気効率改善に関する研究,1990年代後半〜2000年代,マダン・カタリア（Madan Kataria：笑いヨガの創始者）の実践研究や、近年の笑いに関する生理学・リハビリテーション研究
6.7,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,鼻呼吸と口呼吸における謎解きパフォーマンスの差異,人に「鼻だけで呼吸する状態」と「口だけで呼吸する状態」で、パズルや記憶力のテストなどの認知課題を行わせ、その際の脳の活動を脳波（頭蓋内脳波：iEEG）で精密に計測・比較する実験です。「鼻から息を吸う」ときだけ、脳の記憶を司る「海馬」や感情を司る「扁桃体」の脳波が呼吸のリズムと完全に同期し、情報処理のスピードや記憶の呼び起こしが圧倒的に速くなることがわかりました（口呼吸ではこの現象は起きません）。,なぞかけのお題を出されて「うーん」と考えている時、口を開けてボーッと呼吸しているよりも、口を閉じて鼻からスースーと息を吸っている時の方が、脳内の「言葉の引き出し（記憶）」に高速でアクセスでき、鋭いオチをひらめきやすくなります。,鼻呼吸による大脳辺縁系（海馬・扁桃体）の脳波同期と認知機能の向上,2016年,クリスティーナ・ゼラノ（Christina Zelano）らの研究グループ（ノースウェスタン大学）
6.8,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,オチへの期待感と気管支平滑筋の緊張（気道抵抗の上昇）,人に「これから面白いビデオを見せますよ」と期待させたり、ポジティブな感情を抱かせたりした状態で、気道の抵抗（息の通りやすさ）を特殊な機器で測定する実験です。ワクワク感や大笑いの予感といった「覚醒度」の高いポジティブな感情は、リラックス状態になるのではなく、実は迷走神経反射などを介して気道抵抗を上昇させ（気管支をキュッと狭くし）、呼吸器系を緊張させることがわかりました。,出題者が「その心は？」と言ってタメを作った瞬間。聞き手は「どんな面白い答えが来るんだろう！」と期待に胸を膨らませます。このワクワクする期待感は、自律神経の覚醒度を一気に高め、気管支をあえてキュッと引き締めます。これは、次にやってくる大爆笑という『嵐（激しい換気）』に備えて、呼吸器系が瞬時に戦闘態勢（テンション）を高めている本能的な反応なのです。,感情状態と覚醒度が気道抵抗および呼吸器系に与える影響,2001年など,トーマス・リッツ（Thomas Ritz）らの心身医学・呼吸器研究グループ
6.9,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,聴衆の「息を呑む（Gasp）」と「ため息（Sigh）」の連続反射,人が心理的に「ハッと驚くような事態」に直面し、その後「安心・解決」した際の呼吸パターンを、気流センサーで細かく計測する実験です。人間は予測モデルが破壊されるような「予想外の事態」に直面すると、自律神経の反射として瞬間的に鋭く短い息を吸い込みます（Gasp：息を呑む）。そして、その事態が解決・理解できて安心すると、今度は深く長い「ため息（Sigh）」をついて、心理的・生理的な状態をリセットすることがわかりました。,誰も予想できなかった斜め上の鮮やかなオチを聞いた瞬間、聴衆は驚いて「ハッ（Gasp）」と息を呑みます。そして、見事なダブルミーニングを理解した直後に「ああ〜（Sigh）」と深く長いため息をつきます。予測モデルの破壊による『驚愕』からの、不調和の解決に伴う『安堵・リセット』というこの呼吸の連続コンボこそが、人間の脳がなぞかけを真に理解したことを示す完璧な生理学的サインなのです。,感情的移行と呼吸パターン（GaspやSigh：ため息）の生理学的・心理学的リセット機能の研究,2010年代〜2015年頃,エルケ・ヴレミンクス（Elke Vlemincx）らの研究グループ
6.1,第2部：自律神経と身体的反応（緊張と緩和）,第6章：呼吸器系・発声器官の微細生理へのアプローチ,謎解き中のあくび（脳の冷却・覚醒作用）の発生頻度,人に非常に難解なパズルや記憶タスクをやらせて脳に負荷をかけ、その際の「脳の温度」と「あくびが出るタイミング」を計測し、あくびの前後で覚醒度（集中力）がどう変わるかを調べる実験です。脳はパソコンのCPUと同じで、フル回転させると熱を持ちます。「あくび」は退屈な時だけでなく、脳がオーバーヒート気味になった時に、冷たい外気を一気に吸い込んで脳の血管を冷やし（ラジエーター機能）、再び集中力（覚醒度）を取り戻すために発生することがわかりました。,なかなか答えが思いつかない難しいなぞかけを考えている最中に「ふわぁ〜」とあくびが出たとしたら、それは決して退屈しているわけではありません。あなたの脳がなぞかけを解こうとして熱暴走ギリギリまでフル稼働しており、必死に脳内を冷却して集中力を保とうとしている「本気の証拠」なのです。,あくびの脳冷却仮説（Brain cooling hypothesis of yawning）,2007年〜現在,アンドリュー・ギャラップ（Andrew Gallup）らの進化心理学・生理学研究グループ
7.1,第2部：自律神経と身体的反応（緊張と緩和）,第7章：消化器系・腸内環境・代謝系へのアプローチ,脳腸相関：なぞかけのスッキリ感が引き起こす腸管蠕動の亢進,人がリラックスしたり、ポジティブな感情を抱いたりしたときの胃腸の動きを、腹部エコー（超音波）やMRIでリアルタイムに観察し、同時に脳から内臓へ伸びる「迷走神経」の活動を測る実験です。脳が安心感や快感（スッキリ感）を得ると、副交感神経の代表である「迷走神経」がオンになります。すると、胃や腸の筋肉が活発に動き出し、消化物を先へ先へと送り出す「蠕動（ぜんどう）運動」が一気にスピードアップすることがわかりました。,なぞかけのオチが見事に決まり、「あー、なるほど！」とスッキリした瞬間。あなたの脳内で起きた快感のスパイクは、太い迷走神経のケーブルを通って即座に胃腸へ伝わります。優れたなぞかけは、停滞していた腸の動きを再起動させるスイッチになるのです。,感情・ストレスと脳腸相関（Brain-Gut Axis）における迷走神経の役割,1990年代〜2000年代,エメラン・メイヤー（Emeran Mayer）らの脳腸相関研究グループ（UCLA）
