Category,Category_Description,Chapter_Title,ID,Title,Analysis,Relation_to_Nazokake,Basis_Research_Title,Basis_Research_Year,Basis_Research_Researcher
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第10章 歴史学・演芸史（History and History of Entertainment）,10.20,学校文化史における子どもの言葉遊びの口承と伝播,民俗学者のアイオナ＆ピーター・オピー夫妻は、名著『学校時代の子どもの言葉と遊び』において、子どもの文化には、大人（学校やメディア）から与えられるものとは独立して、子どもから子どもへと口承（Oral Tradition）で直接伝わる「独自の地下文化（Lore）」が存在することを証明しました。放課後の校庭や教室で語られるナンセンスな数え歌、悪口のレトリック、そして言葉遊びは、教科書に載ることはありませんが、数世代を超えて脈々と受け継がれます。民俗学的な観点から見ると、子どもたちが繰り出す言葉遊びの構造には、韻を踏んだり意味を反転させたりする「言語的実験」の極めて高度な知性が働いており、それは人類が言語の規則と多義性を習得し、社会化する過程で不可欠な「文化の継承プロセス」そのものであることが解明されています。,なぞかけは、子どもの世界で口承される「言葉の実験」の、いわば「大人の洗練された到達点」です。学校文化の地下水脈で伝播する単純な「だじゃれ（しりとりや語呂合わせ）」が、大人になって語彙力や社会的経験（コンテクスト）を蓄積することで、より複雑で高度な論理構造と意味の飛躍を持つ「なぞかけ」へと昇華されます。私たちがなぞかけに対して感じる根源的な楽しさは、子ども時代に校庭で仲間と交わした「言葉の響きを弄ぶ原体験」の延長線上にあります。言葉遊びという文化が人類の歴史において、世代を超えて「笑い」を介してバトンパスされてきたことの証明でもあります。なぞかけとは、人類の子供時代から続く「言葉の多義性を操る実験」の、最も完成度の高い大人版の遊戯なのです。,『学校時代の子どもの言葉と遊び』（The Lore and Language of Schoolchildren）における、子どもの口承伝承と言葉遊びの構造分析,1959年,"Iona Opie, Peter Opie（アイオナ・オピー、ピーター・オピー / 英国の民俗学者・児童文化研究者）"
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.1,世界の諸民族における「なぞなぞ（Riddle）」の比較民族誌,文化人類学・民俗学における「なぞなぞ（Riddle）」の比較研究により、なぞなぞは世界中のあらゆる民族に普遍的に存在し、決して単なる子どもの娯楽にとどまらないことが分かっています。民俗学者アーチャー・テイラーの網羅的な分類や、アラン・ダンディスらによる構造分析によれば、なぞなぞで用いられる隠喩や比喩は、その共同体の自然観や生業様式を色濃く反映しています。つまり、なぞなぞは「何が同じで、何が違うか」というその社会特有の論理的カテゴリー（分類体系）を次世代に伝達・訓練するための、極めて精巧な「制度的教育装置」なのです。出題者と解答者の間に一時的な知識の非対称性が生まれ、正解にたどり着くことで世界の秩序が再確認されるというプロセスは、共同体の暗黙知を内面化させるための重要な言語的ミクロコスモスとして機能しています。,「なぞかけ」は、この世界に普遍的に存在する「なぞなぞ」の、日本語という環境における「特異な進化系」と言えます。一般的ななぞなぞが「AはBのようである」という事物本来の性質や意味の「類似性」を問うのに対し、なぞかけは「AとかけてBと解く」と、一見全く無関係な二つの事象を提示し、「同音異義語（掛詞）」という音声的偶然性を利用して強制的に結びつけます。これは、世界のなぞなぞが持つ「分類体系の学習」という目的を意図的に逸脱し、言語のバグ（同音であること）を使って論理の壁をアクロバティックに跳躍させる行為です。なぞかけは、人類が普遍的に行ってきた「似たものを探す知的な教育装置」を、高度に文脈依存的でナンセンスな大人の連想ゲームへと昇華させた、日本独自の文化人類学的遺産なのです。,著書『口承伝承における英語のなぞなぞ』（English Riddles from Oral Tradition）における比較分類、および論文「なぞなぞの構造的定義に向けて」（Toward a Structural Definition of the Riddle）における構造分析,1951年（テイラー）、1963年（ジョージズ＆ダンディス）,Archer Taylor（アーチャー・テイラー / 米国の民俗学者）、Robert A. Georges & Alan Dundes（ロバート・A・ジョージズ、アラン・ダンディス / 米国の民俗学者・人類学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.2,通過儀礼（イニシエーション）における知恵の試練としての謎解き,文化人類学者のヴィクター・ターナーらが指摘するように、成年式や秘密結社への加入など、個人の社会的地位が移行する「境界期（リミナリティ）」においては、日常の秩序や規範が一時的に宙吊りになります。この特別な儀礼空間において、言葉の意味を転倒させたり、難解な「謎解き」を課したりする試練が世界各地で見られます。この過酷な知恵の試練は、部族の歴史や神聖なタブーといった「秘教的知識（sacra）」を正しく解読できるかを問うものであり、日常言語から切り離された隠語や謎を理解することが、正規の共同体メンバーとして承認されるための不可欠な条件（社会的パスポート）として機能していることが分かっています。神話において謎解きに失敗すると「死」が待っているのは、それが社会的地位の生まれ変わりのための厳格な選別装置だからです。,現代社会において、優れた「なぞかけ」を瞬時に理解して笑うことができるかという事象は、一種の「日常的なマイクロ・イニシエーション（小規模な通過儀礼）」として機能しています。なぞかけのオチ（心）を理解するためには、出題者と解答者の間で、高度な語彙力、時代背景、流行、さらには社会のタブーといった「重層的な文脈（コンテクスト）」が完全に共有されている必要があります。なぞかけが解けた瞬間の「なるほど！」というカタルシスと笑いは、「私たちはお互いに同じ文化的背景（暗黙知）を共有する、一人前の大人である」ということを瞬時に確認し合う連帯のサインです。なぞかけを通じたコミュニケーションは、現代人が酒場やメディア空間を通じて日常的に行う、社会的知性を試すための通過儀礼なのです。,『儀礼の過程』（The Ritual Process: Structure and Anti-Structure）における「リミナリティ（境界期）」の理論と象徴的知識の伝達メカニズム,1969年,Victor Turner（ヴィクター・ターナー / 英国の文化人類学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.3,親族関係における「冗談関係（Joking Relationship）」の構造分析,社会人類学者A.R.ラドクリフ＝ブラウンは、特定の親族（例えば、交差いとこ同士や、母方の伯父と甥など）の間で、日常的には許されない暴言、性的なからかい、無礼な振る舞いが「制度的（義務的）」に許容される「冗談関係（Joking Relationship）」という概念を提唱しました。彼の構造機能主義的な分析によれば、この一見すると社会規範を破壊するかのような不謹慎なやり取りは、財産相続や婚姻のルールによって生じる「潜在的な摩擦や対立」を未然に防ぐためのセーフティバルブ（安全弁）として機能しています。敬意を払い接触を避ける「忌避関係（Avoidance Relationship）」と対極にあるこの「制度化された逸脱」は、対立を孕む関係性を「笑い」によって中和し、社会構造の破綻を防ぎながら集団の連帯を維持するための、極めて合理的なメカニズムなのです。,なぞかけにしばしば見られる「風刺」「皮肉」あるいは「他者のいじり」は、現代社会における「広義の冗談関係」の構築と言えます。政治家、権力者、あるいは社会のタブーといった、本来であれば直接的に批判すると角が立ち、社会の秩序を壊しかねない「緊張を孕む対象」に対して、なぞかけは「掛詞」という言語的クッションを挟むことで、それを安全に笑いへと変換します。「?とかけて?と解く」というフォーマットの提示自体が、一種の「ここから先は冗談関係の無礼講（儀礼的な空間）である」と宣言する結界（フレーム）として機能しているのです。なぞかけは、複雑化した現代社会の様々な対立構造やタブーを、言葉遊びという制度化された逸脱によって滑らかにする「知的な潤滑油」の役割を果たしています。,論文「冗談関係について」（On Joking Relationships）における親族構造の対立と連帯に関する機能主義的分析,1940年,A.R. Radcliffe-Brown（A.R. ラドクリフ＝ブラウン / 英国の社会人類学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.4,レヴィ＝ストロースの構造主義から見る神話の二項対立の媒介,構造主義の創始者クロード・レヴィ＝ストロースは、世界中の神話を分析する中で、神話の深層構造には「生と死」「自然と文化」「天と地」といった人間社会に存在する解決不可能な矛盾（二項対立）が隠されていることを突き止めました。そして、神話がこれらの対立する概念の間に「媒介項（例えば、生と死の境界に位置する腐肉食動物としてのカラスやコヨーテなどのトリックスター）」を介入させることで、論理的な架け橋を作り、対立を調停・緩和する機能を持っていることを証明しました。人間は、相容れない二つの矛盾した事象に直面したとき、それらを結びつける「第三の要素（媒介項）」を発見し、言語的・神話的な構造に落とし込むことで、世界を秩序立て、認識の不安を乗り越えようとする高度な論理的思考（野生の思考）を備えていることが解明されたのです。,なぞかけの構造は、レヴィ＝ストロースの言う「神話による二項対立の媒介」と全く同じ論理的メカニズムで駆動しています。「A（お題）」と「B（解き）」という、一見すると全く無関係で遠く隔絶した二つの概念（意味論的な断絶状況）に対して、「C（その心は＝同音異義語）」という「言語的トリックスター（媒介項）」を介入させることで、鮮やかな論理的結合を生み出します。同音異義語とは、全く異なる意味領域の境界線を自在に越境し、両者を同時に満たして繋いでみせる言語上のトリックスターなのです。私たちがなぞかけを聞いて「上手い！」と深いカタルシスを感じるのは、断絶していた二つの世界が、ひとつの言葉の多義性によって一瞬にして調停・統合されるという、神話的かつ構造主義的な「世界の秩序回復プロセス」を脳内で鮮烈に追体験しているからに他なりません。,『構造人類学』（Anthropologie Structurale）所収の論文「神話の構造研究」における二項対立の媒介、および『野生の思考』（La Pens?e sauvage）における論理的思考の研究,1958年（『構造人類学』刊行）、1962年（『野生の思考』刊行）,Claude L?vi-Strauss（クロード・レヴィ＝ストロース / フランスの社会人類学者・民族学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.5,呪術的思考における「類感呪術」と言葉の同音性の相関,社会人類学者ジェームズ・G・フレイザーは、未開社会の呪術的思考を分析した名著『金枝篇』において、「似たものは似たものを生む」と考える「類感呪術（Homeopathic Magic）」の法則を提唱しました。雨を降らせるために水を撒くといった物理的な類似性だけでなく、人類は古くから「言葉の音が似ている（同音である）」というだけで、そこに目に見えない魔術的・因果的な繋がりがあると思い込む認知の法則を持っています。日本の「言霊（ことだま）」信仰や、結婚式で「切る」「終わる」といった言葉を避ける忌み言葉の習慣もこの延長線上にあります。人間には、科学的・合理的な因果関係がなくても、音韻が同じ事物同士は現実世界でも深く結びついているはずだ、という原初的な呪術的思考が根付いていることが解明されています。,なぞかけの中核である「掛詞（同音異義語）」の快楽は、この「類感呪術的思考」の極めて洗練された娯楽化です。合理的に考えれば、「音が同じ」というだけで全く無関係な二つの事象（お題と掛けの対象）が結びつく論理的必然性はどこにもありません。しかし、なぞかけにおいて「音が重なる」ことで見事に意味が通底したとき、私たちは理性を超えて「これら二つの事象には本当に深い繋がりがあるのではないか」という心地よい錯覚に陥ります。なぞかけは、「言葉の音が同じなら、現実も繋がっている」という古代からの呪術的な認知バイアスを、現代の私たちが安全な笑いとして消費し、言霊の魔力を擬似的に楽しむための「知的な呪術遊び」として機能しているのです。,『金枝篇』（The Golden Bough）における共感呪術（類感呪術および感染呪術）の体系的分類と呪術的思考の分析,1890年（初版刊行）?1915年,James George Frazer（ジェームズ・G・フレイザー / 英国の社会人類学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.6,文化相対主義に基づくユーモアの異文化間比較と文脈依存性,人類学者マハデヴ・L・アプテらの比較文化研究が示すように、「笑い」という生理現象は人類に普遍的であっても、「何が面白いか（ユーモアの基準）」は極めて文化拘束的（Culture-bound）です。ある文化圏における高度なジョークは、言語の多義性、歴史的背景、社会階層、暗黙のタブーといった「文脈」を完全に共有していなければ、他文化圏の人には全く通じません。さらに、エドワード・T・ホールの「高文脈（ハイコンテクスト）文化」の概念が示す通り、ユーモアの翻訳不可能性は、言葉遊びがいかにその社会の暗黙知に依存しているかを証明しています。同時に、特定のジョークで笑い合えるという事象は、「私たちは同じ暗黙知を共有する共同体である」という強烈な同調と包摂（および理解できない外部の排除）の機能を持っていることが浮き彫りになっています。,なぞかけは、日本語における同音異義語の異常な多さという「言語的特異性」と、お題と解きを繋ぐ社会の「文化的背景（コンテクスト）」の両方に極度なまでに依存した、究極の「ハイコンテクスト・ユーモア」です。なぞかけの構造と面白さを外国語に翻訳して笑いをとることは事実上不可能に近い行為です。つまり、なぞかけが成立し、共に笑い合えるという現象そのものが、「私とあなたは同じ日本語の音韻規則と文化的コードを共有している」という強力な仲間意識の確認作業となっています。文化相対主義的な視座から見れば、なぞかけを通じた笑いは、日本語という特殊な文化共同体の見えない輪郭線をなぞり、社会的な紐帯と帰属意識を強固・再生産するための極めて高度な文化装置なのです。,『ユーモアと笑いの人類学』（Humor and Laughter: An Anthropological Approach）におけるユーモアの比較民族誌、および『文化を超えて』（Beyond Culture）における高文脈・低文脈文化の理論,1985年（アプテ）、1976年（ホール）,Mahadev L. Apte（マハデヴ・L・アプテ / 人類学者）、Edward T. Hall（エドワード・T・ホール / 文化人類学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.7,トリックスターの言語的機知がもたらす神話的秩序の更新,日本民俗学の創始者である柳田國男は、村落共同体における「言霊（ことだま）」信仰と禁忌を緻密に分析しました。古来、日本の農村では「発せられた言葉の音が、現実の事象に直接的な影響を及ぼす」と信じられていました。そのため、不吉な連想をさせる音を持つ言葉（忌み言葉）は徹底的に避けられ、別の言葉に置き換えられました。例えば「すり鉢」は財産を擦る（失う）に通じるため「あたり鉢」へ、「梨」は無しに通じるため「ありの実」へと変換されました。この「言い換え」の習俗は単なる迷信ではなく、自然災害や死といったコントロール不能な脅威に対し、言語を操作することで共同体の心理的安定と秩序を保とうとする、極めて実践的なリスク管理（危機回避のメカニズム）であったことが分かっています。,なぞかけの核となる「掛詞（同音異義語）」のメカニズムは、この「忌み言葉と言い換え」の構造の完全な裏返しです。村落社会が「音の偶然の一致」を恐れ、不吉な連想を避けるために言葉を慎重に操作・隔離したのに対し、なぞかけは逆に「音の偶然の一致」を積極的に探し出し、全く異なる二つの事象を意図的に衝突させることで笑いを生み出します。言霊信仰においては「音の重なり＝呪術的な恐怖」でしたが、演芸としてのなぞかけにおいては「音の重なり＝知的なエンターテインメント」へと転換されました。なぞかけは、かつて共同体を縛っていた言霊の魔力と恐怖を、安全な舞台の上で脱構築して遊ぶ、極めて高度な言語遊戯なのです。,著書『禁忌習俗語彙』における忌み言葉の採集と言霊信仰に関する民俗学的研究,1938年,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.8,贈与交換論から見た「お題」と「答え」の返報性とコミュニケーション,柳田國男が定式化した「ハレとケ」の概念や年中行事の研究によれば、正月のおせち料理や結納などの「ハレ（非日常・祝祭）」の場において、「昆布（よろこぶ）」「鯛（めでたい）」「鰹節（勝男武士）」といった語呂合わせが多用されるのは、単なる言葉遊びではありません。これは文化人類学でいう「類感呪術（似たものは似たものを引き寄せる）」の一種であり、言葉の音の類似性を利用して神仏の加護や幸運を物理的に引き寄せようとする「呪術的パフォーマンス」です。祭祀における語呂合わせは、参加者全員で縁起の良い音を共有・反復することで、共同体の将来に対する不安を払拭し、祝祭空間のムードを高め、集団の連帯感を強固にするための重要な儀礼的装置として機能していることが解明されています。,なぞかけは、この祭祀における「縁起担ぎの語呂合わせ」が世俗化し、エンターテインメントに特化した姿と言えます。儀礼空間における語呂合わせが「幸福（めでたさ）」を引き寄せることを目的としているのに対し、演芸空間におけるなぞかけは「笑い」を引き寄せることを目的としています。どちらも「音の響きが同じ事象を重ね合わせる」という構造において完全に一致しています。結婚式などの祝辞の場で、現在でもなぞかけ（「新郎新婦とかけて?」）が頻繁に披露されるのは決して偶然ではありません。なぞかけは、神聖な儀礼が持っていた「言葉の音で場を祝福し、連帯感を高める機能」を、現代の日常や宴席に持ち込むための、ポータブルな祝祭装置として機能しているのです。,著書『年中行事覚書』における年中行事の分析、および「ハレとケ」概念に基づく祭祀空間の呪術的言語の研究,1949年（『年中行事覚書』刊行）,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.9,狩猟採集社会におけるメタファーと自然界のコスモロジー,近代以前の日本の村落共同体において、冬の夜の囲炉裏端や、若者組（青年団）の寄り合いで行われていた「謎遊び（なぞなぞ）」は、単なる暇つぶしではありませんでした。柳田國男の民俗学的な調査によれば、こうした場で長老から若者へ、あるいは若者同士で出し合う謎掛けは、農具の名前、動植物の生態、村の掟といった「生きていく上で不可欠なローカル・ナレッジ（地域知）」を次世代に伝承し、テストするための教育装置でした。また同時に、厳しい身分制度や過酷な労働環境の中で、普段は直接口に出せない不満や性的な関心を「謎」というオブラートに包んで発散するガス抜き（緊張緩和）の機能も果たしており、村落内の人間関係を円滑に保つための重要なコミュニケーション・ツールであったことが分かっています。,寄席やテレビ番組で披露される現代の「なぞかけ」は、この村落共同体における「囲炉裏端の謎遊び」が、都市化・大衆社会化に伴ってプロの演芸へと発展・洗練されたものです。出題者（長老）と解答者（若者）という村落内の閉じた関係性は、演者（プロ）と観客（大衆）という関係性に置き換えられました。しかし、「謎を解くためには、出題者と解答者が同じ常識（ナレッジ）を共有していなければならない」という本質的な構造は全く変わっていません。なぞかけでオチが解けて観客がドッと笑う瞬間、そこには一時的に、かつての村の寄り合いのような「私たちは同じ常識を共有する一つの共同体である」という強烈な連帯感が立ち現れているのです。,著書『なぞとことわざ』における、民間伝承としての謎解き遊びの機能分析と村落社会の研究,1952年,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.10,文字を持たない社会における音声的言葉遊びの記憶補助機能,寿司屋の「あがり（お茶）」や市場の競り、あるいは裏社会などで用いられる特殊な業界用語・隠語（符丁）について、社会言語学者のM.A.K.ハリデーはこれを「反言語（Anti-language）」という概念で分析しました。集団が独自の言葉（隠語）を作り出す最大の目的は、情報伝達を効率化することだけでなく、「外部の人間（素人）を排除し、内部の人間（仲間）だけの境界線を引くこと（バウンダリー・メンテナンス）」にあります。隠語を理解し使いこなせるようになることは、その集団の正規メンバーとして認められるためのイニシエーションであり、他者に解読されない暗号を共有することで、集団内部の結束と同族意識（アイデンティティ）を極限まで高める社会的機能を持っていることが実証されています。,なぞかけを理解する認知プロセスは、この「隠語（符丁）の解読」と非常によく似ています。優れたなぞかけは、オチ（その心）を聞くまでは、提示された二つの言葉がどう繋がるのか外部からは全く見えません。オチが発表され、隠されていた「掛詞」の意味を即座に理解できた観客だけが、その笑いの輪（内部）に入ることができます。つまり、なぞかけが解けた瞬間、演者と観客の間に「暗号を共有した者同士」という一時的な共犯関係（内輪）が形成されるのです。なぞかけの魅力は、ただ面白いだけでなく、隠語を解き明かして集団の「内側」に迎え入れられたときに感じる、所属の欲求が満たされる強烈な社会的快感に裏打ちされていると言えます。,論文「反言語」（Anti-Languages）に基づく、下位文化（サブカルチャー）集団における隠語・符丁とアイデンティティ形成の社会言語学的研究,1976年,M.A.K. Halliday（M.A.K. ハリデー / 英国の言語学者・社会言語学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.11,柳田國男の言霊論から見る村落共同体の忌み言葉と言い換え,日本民俗学の創始者である柳田國男は、村落共同体における「言霊（ことだま）」信仰と禁忌を緻密に分析しました。古来、日本の農村では「発せられた言葉の音が、現実の事象に直接的な影響を及ぼす」と信じられていました。そのため、不吉な連想をさせる音を持つ言葉（忌み言葉）は徹底的に避けられ、別の言葉に置き換えられました。例えば「すり鉢」は財産を擦る（失う）に通じるため「あたり鉢」へ、「梨」は無しに通じるため「ありの実」へと変換されました。この「言い換え」の習俗は単なる迷信ではなく、自然災害や死といったコントロール不能な脅威に対し、言語を操作することで共同体の心理的安定と秩序を保とうとする、極めて実践的なリスク管理（危機回避のメカニズム）であったことが分かっています。,なぞかけの核となる「掛詞（同音異義語）」のメカニズムは、この「忌み言葉と言い換え」の構造の完全な裏返しです。村落社会が「音の偶然の一致」を恐れ、不吉な連想を避けるために言葉を慎重に操作・隔離したのに対し、なぞかけは逆に「音の偶然の一致」を積極的に探し出し、全く異なる二つの事象を意図的に衝突させることで笑いを生み出します。言霊信仰においては「音の重なり＝呪術的な恐怖」でしたが、演芸としてのなぞかけにおいては「音の重なり＝知的なエンターテインメント」へと転換されました。なぞかけは、かつて共同体を縛っていた言霊の魔力と恐怖を、安全な舞台の上で脱構築して遊ぶ、極めて高度な言語遊戯なのです。,著書『禁忌習俗語彙』における忌み言葉の採集と言霊信仰に関する民俗学的研究,1938年,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.12,祭祀や儀礼における縁起担ぎの語呂合わせと祝祭性,柳田國男が定式化した「ハレとケ」の概念や年中行事の研究によれば、正月のおせち料理や結納などの「ハレ（非日常・祝祭）」の場において、「昆布（よろこぶ）」「鯛（めでたい）」「鰹節（勝男武士）」といった語呂合わせが多用されるのは、単なる言葉遊びではありません。これは文化人類学でいう「類感呪術（似たものは似たものを引き寄せる）」の一種であり、言葉の音の類似性を利用して神仏の加護や幸運を物理的に引き寄せようとする「呪術的パフォーマンス」です。祭祀における語呂合わせは、参加者全員で縁起の良い音を共有・反復することで、共同体の将来に対する不安を払拭し、祝祭空間のムードを高め、集団の連帯感を強固にするための重要な儀礼的装置として機能していることが解明されています。,なぞかけは、この祭祀における「縁起担ぎの語呂合わせ」が世俗化し、エンターテインメントに特化した姿と言えます。儀礼空間における語呂合わせが「幸福（めでたさ）」を引き寄せることを目的としているのに対し、演芸空間におけるなぞかけは「笑い」を引き寄せることを目的としています。どちらも「音の響きが同じ事象を重ね合わせる」という構造において完全に一致しています。結婚式などの祝辞の場で、現在でもなぞかけ（「新郎新婦とかけて?」）が頻繁に披露されるのは決して偶然ではありません。なぞかけは、神聖な儀礼が持っていた「言葉の音で場を祝福し、連帯感を高める機能」を、現代の日常や宴席に持ち込むための、ポータブルな祝祭装置として機能しているのです。,著書『年中行事覚書』における年中行事の分析、および「ハレとケ」概念に基づく祭祀空間の呪術的言語の研究,1949年（『年中行事覚書』刊行）,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.13,村落共同体の寄り合いにおける「謎遊び」の社会的機能,近代以前の日本の村落共同体において、冬の夜の囲炉裏端や、若者組（青年団）の寄り合いで行われていた「謎遊び（なぞなぞ）」は、単なる暇つぶしではありませんでした。柳田國男の民俗学的な調査によれば、こうした場で長老から若者へ、あるいは若者同士で出し合う謎掛けは、農具の名前、動植物の生態、村の掟といった「生きていく上で不可欠なローカル・ナレッジ（地域知）」を次世代に伝承し、テストするための教育装置でした。また同時に、厳しい身分制度や過酷な労働環境の中で、普段は直接口に出せない不満や性的な関心を「謎」というオブラートに包んで発散するガス抜き（緊張緩和）の機能も果たしており、村落内の人間関係を円滑に保つための重要なコミュニケーション・ツールであったことが分かっています。,寄席やテレビ番組で披露される現代の「なぞかけ」は、この村落共同体における「囲炉裏端の謎遊び」が、都市化・大衆社会化に伴ってプロの演芸へと発展・洗練されたものです。出題者（長老）と解答者（若者）という村落内の閉じた関係性は、演者（プロ）と観客（大衆）という関係性に置き換えられました。しかし、「謎を解くためには、出題者と解答者が同じ常識（ナレッジ）を共有していなければならない」という本質的な構造は全く変わっていません。なぞかけでオチが解けて観客がドッと笑う瞬間、そこには一時的に、かつての村の寄り合いのような「私たちは同じ常識を共有する一つの共同体である」という強烈な連帯感が立ち現れているのです。,著書『なぞとことわざ』における、民間伝承としての謎解き遊びの機能分析と村落社会の研究,1952年,柳田國男（やなぎた くにお / 日本民俗学者）
大分類 I：人文学および芸術（Humanities and Arts）,言語の構造そのものと、そこから生じる意味のズレ、修辞、論理的パラドックス、および文化的変遷を客観的・理論的に解明する領域。,第11章 民俗学・文化人類学（Folklore and Cultural Anthropology）,11.14,職人言葉や隠語（符丁）の形成プロセスと境界維持の暗号的機能,寿司屋の「あがり（お茶）」や市場の競り、あるいは裏社会などで用いられる特殊な業界用語・隠語（符丁）について、社会言語学者のM.A.K.ハリデーはこれを「反言語（Anti-language）」という概念で分析しました。集団が独自の言葉（隠語）を作り出す最大の目的は、情報伝達を効率化することだけでなく、「外部の人間（素人）を排除し、内部の人間（仲間）だけの境界線を引くこと（バウンダリー・メンテナンス）」にあります。隠語を理解し使いこなせるようになることは、その集団の正規メンバーとして認められるためのイニシエーションであり、他者に解読されない暗号を共有することで、集団内部の結束と同族意識（アイデンティティ）を極限まで高める社会的機能を持っていることが実証されています。,なぞかけを理解する認知プロセスは、この「隠語（符丁）の解読」と非常によく似ています。優れたなぞかけは、オチ（その心）を聞くまでは、提示された二つの言葉がどう繋がるのか外部からは全く見えません。オチが発表され、隠されていた「掛詞」の意味を即座に理解できた観客だけが、その笑いの輪（内部）に入ることができます。つまり、なぞかけが解けた瞬間、演者と観客の間に「暗号を共有した者同士」という一時的な共犯関係（内輪）が形成されるのです。なぞかけの魅力は、ただ面白いだけでなく、隠語を解き明かして集団の「内側」に迎え入れられたときに感じる、所属の欲求が満たされる強烈な社会的快感に裏打ちされていると言えます。,論文「反言語」（Anti-Languages）に基づく、下位文化（サブカルチャー）集団における隠語・符丁とアイデンティティ形成の社会言語学的研究,1976年,M.A.K. Halliday（M.A.K. ハリデー / 英国の言語学者・社会言語学者）
